Source_ID,Source_Type,Target_ID,Target_Type,Rel_Type,Weight,As_Of
CHG-NISTAIRMF,RegulatoryChange,OBL-NISTAIRMF-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-NISTAIRMF-02,Obligation,CTL-MR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-02,Obligation,CTL-MR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-02,Obligation,CTL-MR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-02,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-NISTAIRMF-02,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-NISTAIRMF,RegulatoryChange,OBL-NISTAIRMF-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-NISTAIRMF-03,Obligation,CTL-TR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-03,Obligation,CTL-TR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-NISTAIRMF-03,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-DORA,RegulatoryChange,REG-DORA,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-DORA,RegulatoryChange,OBL-DORA-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-DORA-01,Obligation,CTL-OR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-01,Obligation,CTL-OR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-01,Obligation,CTL-OR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-01,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-DORA,RegulatoryChange,OBL-DORA-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-DORA-02,Obligation,CTL-IC-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-02,Obligation,CTL-IC-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-02,Obligation,CTL-IC-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-02,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-DORA,RegulatoryChange,OBL-DORA-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-DORA-03,Obligation,CTL-IC-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-03,Obligation,CTL-IC-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-03,Obligation,CTL-IC-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-03,Obligation,CTL-CY-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-03,Obligation,CTL-CY-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-03,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-DORA-03,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-DORA,RegulatoryChange,OBL-DORA-04,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-DORA-04,Obligation,CTL-TP-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-04,Obligation,CTL-TP-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-DORA-04,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-BASEL,RegulatoryChange,REG-BASEL,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-BASEL,RegulatoryChange,OBL-BASEL-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-BASEL-01,Obligation,CTL-CAP-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BASEL-01,Obligation,CTL-CAP-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BASEL-01,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-BASEL-01,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-BASEL,RegulatoryChange,OBL-BASEL-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-BASEL-02,Obligation,CTL-DQ-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BASEL-02,Obligation,CTL-DQ-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BASEL-02,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-BASEL-02,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-BASEL,RegulatoryChange,OBL-BASEL-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-BASEL-03,Obligation,CTL-RP-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BASEL-03,Obligation,CTL-RP-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BASEL-03,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-BASEL-03,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-BCBS239,RegulatoryChange,REG-BCBS239,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-BCBS239,RegulatoryChange,OBL-BCBS239-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-BCBS239-01,Obligation,CTL-DQ-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BCBS239-01,Obligation,CTL-DQ-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BCBS239-01,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-BCBS239-01,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-BCBS239,RegulatoryChange,OBL-BCBS239-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-BCBS239-02,Obligation,CTL-LIN-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BCBS239-02,Obligation,CTL-LIN-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BCBS239-02,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-BCBS239-02,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-BCBS239-02,Obligation,DD-TRADE,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-BCBS239,RegulatoryChange,OBL-BCBS239-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-BCBS239-03,Obligation,CTL-MD-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BCBS239-03,Obligation,CTL-MD-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-BCBS239-03,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-GDPR,RegulatoryChange,REG-GDPR,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-GDPR,RegulatoryChange,OBL-GDPR-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-GDPR-01,Obligation,CTL-PR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-01,Obligation,CTL-PR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-01,Obligation,CTL-PR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-01,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-GDPR,RegulatoryChange,OBL-GDPR-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-GDPR-02,Obligation,CTL-PR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-02,Obligation,CTL-PR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-02,Obligation,CTL-PR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-02,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-GDPR,RegulatoryChange,OBL-GDPR-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-GDPR-03,Obligation,CTL-PR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-03,Obligation,CTL-PR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-03,Obligation,CTL-PR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-03,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-GDPR,RegulatoryChange,OBL-GDPR-04,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-GDPR-04,Obligation,CTL-RT-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-GDPR-04,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-GDPR-04,Obligation,DD-ACCT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-PSD2,RegulatoryChange,REG-PSD2,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-PSD2,RegulatoryChange,OBL-PSD2-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-PSD2-01,Obligation,CTL-SCA-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-01,Obligation,CTL-SCA-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-01,Obligation,DD-PAYMT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-PSD2-01,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-PSD2,RegulatoryChange,OBL-PSD2-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-PSD2-02,Obligation,CTL-SCA-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-02,Obligation,CTL-SCA-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-02,Obligation,DD-PAYMT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-PSD2-02,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-PSD2,RegulatoryChange,OBL-PSD2-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-PSD2-03,Obligation,CTL-TM-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-03,Obligation,CTL-TM-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-03,Obligation,CTL-TM-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-PSD2-03,Obligation,DD-TXN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-PSD2-03,Obligation,DD-PAYMT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-CONSDUTY,RegulatoryChange,REG-CONSDUTY,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-CONSDUTY,RegulatoryChange,OBL-CONSDUTY-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-CONSDUTY-01,Obligation,CTL-CO-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CONSDUTY-01,Obligation,CTL-CO-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CONSDUTY-01,Obligation,CTL-CO-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CONSDUTY-01,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-CONSDUTY-01,Obligation,DD-ACCT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-CONSDUTY,RegulatoryChange,OBL-CONSDUTY-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-CONSDUTY-02,Obligation,CTL-CO-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CONSDUTY-02,Obligation,CTL-CO-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CONSDUTY-02,Obligation,CTL-CO-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CONSDUTY-02,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-CONSDUTY-02,Obligation,DD-ACCT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-FCAOPRES,RegulatoryChange,REG-FCAOPRES,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-FCAOPRES,RegulatoryChange,OBL-FCAOPRES-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-FCAOPRES-01,Obligation,CTL-OR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-FCAOPRES-01,Obligation,CTL-OR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-FCAOPRES-01,Obligation,CTL-OR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-FCAOPRES-01,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-FCAOPRES,RegulatoryChange,OBL-FCAOPRES-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-FCAOPRES-02,Obligation,CTL-IC-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-FCAOPRES-02,Obligation,CTL-IC-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-FCAOPRES-02,Obligation,CTL-IC-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-FCAOPRES-02,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-SEC,RegulatoryChange,REG-SEC,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-SEC,RegulatoryChange,OBL-SEC-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-SEC-01,Obligation,CTL-IC-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-01,Obligation,CTL-IC-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-01,Obligation,CTL-IC-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-01,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-SEC,RegulatoryChange,OBL-SEC-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-SEC-02,Obligation,CTL-CY-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-02,Obligation,CTL-CY-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-02,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-SEC-02,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-SEC,RegulatoryChange,OBL-SEC-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-SEC-03,Obligation,CTL-AU-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-03,Obligation,CTL-AU-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-SEC-03,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-OCC,RegulatoryChange,REG-OCC,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-OCC,RegulatoryChange,OBL-OCC-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-OCC-01,Obligation,CTL-MR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-01,Obligation,CTL-MR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-01,Obligation,CTL-MR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-01,Obligation,DD-MODEL,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-OCC-01,Obligation,DD-CREDIT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-OCC,RegulatoryChange,OBL-OCC-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-OCC-02,Obligation,CTL-AU-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-02,Obligation,CTL-AU-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-02,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-OCC,RegulatoryChange,OBL-OCC-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-OCC-03,Obligation,CTL-DQ-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-03,Obligation,CTL-DQ-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-OCC-03,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-OCC-03,Obligation,DD-FIN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-MASTRM,RegulatoryChange,REG-MAS,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-MASTRM,RegulatoryChange,OBL-MASTRM-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-MASTRM-01,Obligation,CTL-CY-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-01,Obligation,CTL-CY-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-01,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-MASTRM-01,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-MASTRM,RegulatoryChange,OBL-MASTRM-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-MASTRM-02,Obligation,CTL-OR-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-02,Obligation,CTL-OR-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-02,Obligation,CTL-OR-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-02,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-MASTRM,RegulatoryChange,OBL-MASTRM-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-MASTRM-03,Obligation,CTL-AC-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-03,Obligation,CTL-AC-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-MASTRM-03,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-MASTRM-03,Obligation,DD-REF,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-AMLD,RegulatoryChange,REG-AMLD,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-AMLD,RegulatoryChange,OBL-AMLD-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-AMLD-01,Obligation,CTL-CDD-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-01,Obligation,CTL-CDD-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-01,Obligation,CTL-CDD-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-01,Obligation,DD-KYC,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-AMLD-01,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-AMLD,RegulatoryChange,OBL-AMLD-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-AMLD-02,Obligation,CTL-TM-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-02,Obligation,CTL-TM-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-02,Obligation,CTL-TM-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-02,Obligation,DD-TXN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-AMLD-02,Obligation,DD-PAYMT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-AMLD,RegulatoryChange,OBL-AMLD-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-AMLD-03,Obligation,CTL-SAN-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-03,Obligation,CTL-SAN-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-03,Obligation,DD-CUSTPII,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
OBL-AMLD-03,Obligation,DD-PAYMT,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-AMLD,RegulatoryChange,OBL-AMLD-04,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-AMLD-04,Obligation,CTL-TM-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-04,Obligation,CTL-TM-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-04,Obligation,CTL-TM-3,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-AMLD-04,Obligation,DD-TXN,DataDomain,OBLIGATION_CONCERNS_DATA_DOMAIN,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,REG-EUAIACT,Regulation,CHANGE_OF_REGULATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-01,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-02,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-03,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-04,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-05,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-06,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-07,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-08,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-09,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-10,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-11,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-12,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-13,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-14,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
CHG-EUAIACT-UPLOAD,RegulatoryChange,OBL-CHG-EUAIACT-UPLOAD-15,Obligation,INTRODUCES_OBLIGATION,1.0,2026-06-25
OBL-CHG-EUAIACT-UPLOAD-01,Obligation,CTL-DQ-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CHG-EUAIACT-UPLOAD-01,Obligation,CTL-DQ-2,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CHG-EUAIACT-UPLOAD-02,Obligation,CTL-LIN-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
OBL-CHG-EUAIACT-UPLOAD-03,Obligation,CTL-AU-1,Control,OBLIGATION_REQUIRES_CONTROL,1.0,2026-06-25
